"ComputerName","File","FunctionName","Level","Line","Message","ModuleName","Runspace","Tags","TargetObject","Timestamp","Type","Username"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Start-PodeApiServer","Verbose","325","Begin D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:22:17 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Invoke-BearerAuthtication","Verbose","128","Process D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:22:17 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Verbose","185","Process D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:22:18 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Verbose","225","Process D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:22:18 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","260","Process D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:22:18 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Start-PodeApiServer","Verbose","351","End D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:22:18 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","13","SecretManagement: Testing Vault PSOctomes","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:22:42 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","31","PSOctomes: Cannot find a variable with the name 'Vault_PSOctomes'.","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:22:42 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Connect-KeepassDatabase.ps1","Connect-KeePassDatabase","Verbose","32","No vault authentication mechanisms specified. Assuming you wanted to prompt for the Master Password","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:22:42 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","13","SecretManagement: Testing Vault PSOctomes","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:22:48 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","28","Vault PSOctomes: Connection already open, using existing connection","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:22:48 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","13","SecretManagement: Testing Vault PSOctomes","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:22:49 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","28","Vault PSOctomes: Connection already open, using existing connection","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:22:49 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","13","SecretManagement: Testing Vault PSOctomes","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:22:49 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","28","Vault PSOctomes: Connection already open, using existing connection","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:22:49 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","<ScriptBlock>","Verbose","286","[2023-04-15 10:22:49.350] Start-PSAutoMic.ps1 -> Add-PodeApiEndpoint -> Process -> b32c5277-92ed-4264-a001-87d34e9240d6","<Unknown>","f087fc38-fc0a-4acb-a006-371fb3c86d0d","",,"4.15.2023 10:22:49 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","<ScriptBlock>","Verbose","189","[2023-04-15 10:22:49.387] Start-PSAutoMic.ps1 -> New-AssetToQueue -> Created -> b32c5277-92ed-4264-a001-87d34e9240d6.json","<Unknown>","6c9e2e7f-9e25-4889-9055-b809487bd794","",,"4.15.2023 10:22:49 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","<ScriptBlock>","Verbose","229","[2023-04-15 10:24:03.565] Start-PSAutoMic.ps1 -> Remove-AssetFromQueue -> Deleted -> b32c5277-92ed-4264-a001-87d34e9240d6.json","<Unknown>","6c9e2e7f-9e25-4889-9055-b809487bd794","",,"4.15.2023 10:24:03 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Start-PodeApiServer","Verbose","326","Begin D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:37:21 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Invoke-BearerAuthtication","Verbose","128","Initialize D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:37:21 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Verbose","181","Begin D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:37:21 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Verbose","226","Initialize D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:37:21 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","261","Initialize D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:37:21 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","D:\DevOps\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Start-PodeApiServer","Verbose","352","End D:\DevOps\github.com\PSAutoMic\bin -> Start-PSAutoMic.ps1","<Unknown>","d80a1b42-92b4-43ca-afc4-8119c70a6b47","",,"4.15.2023 10:37:21 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","13","SecretManagement: Testing Vault PSOctomes","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:39:00 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","28","Vault PSOctomes: Connection already open, using existing connection","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:39:00 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","13","SecretManagement: Testing Vault PSOctomes","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:39:00 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","28","Vault PSOctomes: Connection already open, using existing connection","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:39:00 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","13","SecretManagement: Testing Vault PSOctomes","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:39:00 vorm.","Verbose, Debug","2BFD5187\Tinu"
"2BFD5187","C:\Program Files\PowerShell\Modules\SecretManagement.Keepass\0.9.2\SecretManagement.KeePass.Extension\Public\Test-SecretVault.ps1","Test-SecretVault","Verbose","28","Vault PSOctomes: Connection already open, using existing connection","SecretManagement.KeePass.Extension","94d7eb80-9ec2-4948-903c-3f5f33832cc0","",,"4.15.2023 10:39:00 vorm.","Verbose, Debug","2BFD5187\Tinu"
